PROC_CODE|CPT_CUSTOM|CPT_DESC
21083||Prepare face/oral prosthesis
21084||Prepare face/oral prosthesis
21085||Prepare face/oral prosthesis
21086||Prepare face/oral prosthesis
21087||Prepare face/oral prosthesis
21088||Prepare face/oral prosthesis
21089||Prepare face/oral prosthesis
21100||Maxillofacial fixation
21110||Interdental fixation
21116||Injection jaw joint x-ray
21120||Reconstruction of chin
21121||Reconstruction of chin
21122||Reconstruction of chin
21123||Reconstruction of chin
21125||Augmentation lower jaw bone
21127||Augmentation lower jaw bone
21137||Reduction of forehead
21138||Reduction of forehead
21139||Reduction of forehead
21141||Lefort i-1 piece w/o graft
21142||Lefort i-2 piece w/o graft
21143||Lefort i-3/> piece w/o graft
21145||Lefort i-1 piece w/ graft
21146||Lefort i-2 piece w/ graft
21147||Lefort i-3/> piece w/ graft
21150||Lefort ii anterior intrusion
21151||Lefort ii w/bone grafts
21154||Lefort iii w/o lefort i
21155||Lefort iii w/ lefort i
21159||Lefort iii w/fhdw/o lefort i
21160||Lefort iii w/fhd w/ lefort i
21172||Reconstruct orbit/forehead
21175||Reconstruct orbit/forehead
21179||Reconstruct entire forehead
21180||Reconstruct entire forehead
21181||Contour cranial bone lesion
21182||Reconstruct cranial bone
21183||Reconstruct cranial bone
21184||Reconstruct cranial bone
21188||Reconstruction of midface
21193||Reconst lwr jaw w/o graft
21194||Reconst lwr jaw w/graft
21195||Reconst lwr jaw w/o fixation
21196||Reconst lwr jaw w/fixation
21198||Reconstr lwr jaw segment
21199||Reconstr lwr jaw w/advance
21206||Reconstruct upper jaw bone
21208||Augmentation of facial bones
21209||Reduction of facial bones
21210||Face bone graft
21215||Lower jaw bone graft
21230||Rib cartilage graft
21235||Ear cartilage graft
21240||Reconstruction of jaw joint
21242||Reconstruction of jaw joint
21243||Reconstruction of jaw joint
21244||Reconstruction of lower jaw
21245||Reconstruction of jaw
21246||Reconstruction of jaw
21247||Reconstruct lower jaw bone
21248||Reconstruction of jaw
21249||Reconstruction of jaw
21255||Reconstruct lower jaw bone
21256||Reconstruction of orbit
21260||Revise eye sockets
21261||Revise eye sockets
21263||Revise eye sockets
21267||Revise eye sockets
21268||Revise eye sockets
21270||Augmentation cheek bone
21275||Revision orbitofacial bones
21280||Revision of eyelid
21282||Revision of eyelid
21295||Revision of jaw muscle/bone
21296||Revision of jaw muscle/bone
21299||Cranio/maxillofacial surgery
21310||Closed tx nose fx w/o manj
21315||Closed tx nose fx w/o stablj
21320||Closed tx nose fx w/ stablj
21325||Open tx nose fx uncomplicatd
21330||Open tx nose fx w/skele fixj
21335||Open tx nose & septal fx
21336||Open tx septal fx w/wo stabj
21337||Closed tx septal&nose fx
21338||Open nasoethmoid fx w/o fixj
21339||Open nasoethmoid fx w/ fixj
21340||Perq tx nasoethmoid fx
21343||Open tx dprsd front sinus fx
21344||Open tx compl front sinus fx
21345||Closed tx nose/jaw fx
21346||Opn tx nasomax fx w/fixj
21347||Opn tx nasomax fx multple
21348||Opn tx nasomax fx w/graft
21355||Perq tx malar fracture
21356||Opn tx dprsd zygomatic arch
21360||Opn tx dprsd malar fracture
21365||Opn tx complx malar fx
21366||Opn tx complx malar w/grft
21385||Opn tx orbit fx transantral
21386||Opn tx orbit fx periorbital
21387||Opn tx orbit fx combined
21390||Opn tx orbit periorbtl implt
21395||Opn tx orbit periorbt w/grft
21400||Closed tx orbit w/o manipulj
21401||Closed tx orbit w/ manipulj
21406||Opn tx orbit fx w/o implant
21407||Opn tx orbit fx w/implant
21408||Opn tx orbit fx w/bone grft
21421||Treat mouth roof fracture
21422||Treat mouth roof fracture
21423||Treat mouth roof fracture
21431||Treat craniofacial fracture
21432||Treat craniofacial fracture
21433||Treat craniofacial fracture
21435||Treat craniofacial fracture
21436||Treat craniofacial fracture
21440||Treat dental ridge fracture
21445||Treat dental ridge fracture
21450||Treat lower jaw fracture
21451||Treat lower jaw fracture
21452||Treat lower jaw fracture
21453||Treat lower jaw fracture
21454||Treat lower jaw fracture
21461||Treat lower jaw fracture
21462||Treat lower jaw fracture
21465||Treat lower jaw fracture
21470||Treat lower jaw fracture
21480||Reset dislocated jaw
21485||Reset dislocated jaw
21490||Repair dislocated jaw
21495||Treat hyoid bone fracture
21497||Interdental wiring
21499||Head surgery procedure
21501||Drain neck/chest lesion
21502||Drain chest lesion
21510||Drainage of bone lesion
21550||Biopsy of neck/chest
21552||Exc neck les sc 3 cm/>
21554||Exc neck tum deep 5 cm/>
21555||Exc neck les sc < 3 cm
21556||Exc neck tum deep < 5 cm
21557||Resect neck tum < 5 cm
21558||Resect neck tum 5 cm/>
21600||Partial removal of rib
21610||Partial removal of rib
21615||Removal of rib
21616||Removal of rib and nerves
21620||Partial removal of sternum
21627||Sternal debridement
21630||Extensive sternum surgery
21632||Extensive sternum surgery
21685||Hyoid myotomy & suspension
21700||Revision of neck muscle
21705||Revision of neck muscle/rib
21720||Revision of neck muscle
21725||Revision of neck muscle
21740||Reconstruction of sternum
21742||Repair stern/nuss w/o scope
21743||Repair sternum/nuss w/scope
21750||Repair of sternum separation
21800||Treatment of rib fracture
21805||Treatment of rib fracture
21810||Treatment of rib fracture(s)
21820||Treat sternum fracture
21825||Treat sternum fracture
21899||Neck/chest surgery procedure
21920||Biopsy soft tissue of back
21925||Biopsy soft tissue of back
21930||Exc back les sc < 3 cm
21931||Exc back les sc 3 cm/>
21932||Exc back tum deep < 5 cm
21933||Exc back tum deep 5 cm/>
21935||Resect back tum < 5 cm
21936||Resect back tum 5 cm/>
22010||I&d p-spine c/t/cerv-thor
22015||I&d abscess p-spine l/s/ls
22100||Remove part of neck vertebra
22101||Remove part thorax vertebra
22102||Remove part lumbar vertebra
22103||Remove extra spine segment
22110||Remove part of neck vertebra
22112||Remove part thorax vertebra
22114||Remove part lumbar vertebra
22116||Remove extra spine segment
22206||Incis spine 3 column thorac
22207||Incis spine 3 column lumbar
22208||Incis spine 3 column adl seg
22210||Incis 1 vertebral seg cerv
22212||Incis 1 vertebral seg thorac
22214||Incis 1 vertebral seg lumbar
22216||Incis addl spine segment
22220||Incis w/discectomy cervical
22222||Incis w/discectomy thoracic
22224||Incis w/discectomy lumbar
22226||Revise extra spine segment
22305||Closed tx spine process fx
22310||Closed tx vert fx w/o manj
22315||Closed tx vert fx w/manj
22318||Treat odontoid fx w/o graft
22319||Treat odontoid fx w/graft
22325||Treat spine fracture
22326||Treat neck spine fracture
22327||Treat thorax spine fracture
22328||Treat each add spine fx
22505||Manipulation of spine
22520||Percut vertebroplasty thor
22521||Percut vertebroplasty lumb
22522||Percut vertebroplasty addl
22523||Percut kyphoplasty thor
22524||Percut kyphoplasty lumbar
22525||Percut kyphoplasty add-on
22526||Idet single level
22527||Idet 1 or more levels
22532||Lat thorax spine fusion
22533||Lat lumbar spine fusion
22534||Lat thor/lumb addl seg
22548||Neck spine fusion
22551||Neck spine fuse&remov bel C2
22552||Addl neck spine fusion
22554||Neck spine fusion
22556||Thorax spine fusion
22558||Lumbar spine fusion
22585||Additional spinal fusion
22586||Prescrl fuse w/ instr l5/s1
22590||Spine & skull spinal fusion
22595||Neck spinal fusion
22600||Neck spine fusion
22610||Thorax spine fusion
22612||Lumbar spine fusion
22614||Spine fusion extra segment
22630||Lumbar spine fusion
22632||Spine fusion extra segment
22633||Lumbar spine fusion combined
22634||Spine fusion extra segment
22800||Post fusion </6 vert seg
22802||Post fusion 7-12 vert seg
22804||Post fusion 13/> vert seg
22808||Ant fusion 2-3 vert seg
22810||Ant fusion 4-7 vert seg
22812||Ant fusion 8/> vert seg
22818||Kyphectomy 1-2 segments
22819||Kyphectomy 3 or more
22830||Exploration of spinal fusion
22840||Insert spine fixation device
22841||Insert spine fixation device
22842||Insert spine fixation device
22843||Insert spine fixation device
22844||Insert spine fixation device
22845||Insert spine fixation device
22846||Insert spine fixation device
22847||Insert spine fixation device
22848||Insert pelv fixation device
22849||Reinsert spinal fixation
22850||Remove spine fixation device
22851||Apply spine prosth device
22852||Remove spine fixation device
22855||Remove spine fixation device
22856||Cerv artific diskectomy
22857||Lumbar artif diskectomy
22861||Revise cerv artific disc
22862||Revise lumbar artif disc
22864||Remove cerv artif disc
22865||Remove lumb artif disc
22899||Spine surgery procedure
22900||Exc abdl tum deep < 5 cm
22901||Exc abdl tum deep 5 cm/>
22902||Exc abd les sc < 3 cm
22903||Exc abd les sc 3 cm/>
22904||Resect abd tum < 5 cm
22905||Resect abd tum 5 cm/>
22999||Abdomen surgery procedure
23000||Removal of calcium deposits
23020||Release shoulder joint
23030||Drain shoulder lesion
23031||Drain shoulder bursa
23035||Drain shoulder bone lesion
23040||Exploratory shoulder surgery
23044||Exploratory shoulder surgery
23065||Biopsy shoulder tissues
23066||Biopsy shoulder tissues
23071||Exc shoulder les sc 3 cm/>
23073||Exc shoulder tum deep 5 cm/>
23075||Exc shoulder les sc < 3 cm
23076||Exc shoulder tum deep < 5 cm
23077||Resect shoulder tum < 5 cm
23078||Resect shoulder tum 5 cm/>
23100||Biopsy of shoulder joint
23101||Shoulder joint surgery
23105||Remove shoulder joint lining
23106||Incision of collarbone joint
23107||Explore treat shoulder joint
23120||Partial removal collar bone
23125||Removal of collar bone
23130||Remove shoulder bone part
23140||Removal of bone lesion
23145||Removal of bone lesion
23146||Removal of bone lesion
23150||Removal of humerus lesion
23155||Removal of humerus lesion
23156||Removal of humerus lesion
23170||Remove collar bone lesion
23172||Remove shoulder blade lesion
23174||Remove humerus lesion
23180||Remove collar bone lesion
23182||Remove shoulder blade lesion
23184||Remove humerus lesion
23190||Partial removal of scapula
23195||Removal of head of humerus
23200||Resect clavicle tumor
23210||Resect scapula tumor
23220||Resect prox humerus tumor
23221||Partial removal of humerus
23222||Partial removal of humerus
23330||Remove shoulder foreign body
23331||Remove shoulder foreign body
23332||Remove shoulder foreign body
23350||Injection for shoulder x-ray
23395||Muscle transfer shoulder/arm
23397||Muscle transfers
23400||Fixation of shoulder blade
23405||Incision of tendon & muscle
23406||Incise tendon(s) & muscle(s)
23410||Repair rotator cuff acute
23412||Repair rotator cuff chronic
23415||Release of shoulder ligament
23420||Repair of shoulder
23430||Repair biceps tendon
23440||Remove/transplant tendon
23450||Repair shoulder capsule
23455||Repair shoulder capsule
23460||Repair shoulder capsule
23462||Repair shoulder capsule
23465||Repair shoulder capsule
23466||Repair shoulder capsule
23470||Reconstruct shoulder joint
23472||Reconstruct shoulder joint
23473||Revis reconst shoulder joint
23474||Revis reconst shoulder joint
23480||Revision of collar bone
23485||Revision of collar bone
23490||Reinforce clavicle
23491||Reinforce shoulder bones
23500||Treat clavicle fracture
23505||Treat clavicle fracture
23515||Treat clavicle fracture
23520||Treat clavicle dislocation
23525||Treat clavicle dislocation
23530||Treat clavicle dislocation
23532||Treat clavicle dislocation
23540||Treat clavicle dislocation
23545||Treat clavicle dislocation
23550||Treat clavicle dislocation
23552||Treat clavicle dislocation
23570||Treat shoulder blade fx
23575||Treat shoulder blade fx
23585||Treat scapula fracture
23600||Treat humerus fracture
23605||Treat humerus fracture
23615||Treat humerus fracture
23616||Treat humerus fracture
23620||Treat humerus fracture
23625||Treat humerus fracture
23630||Treat humerus fracture
23650||Treat shoulder dislocation
23655||Treat shoulder dislocation
23660||Treat shoulder dislocation
23665||Treat dislocation/fracture
23670||Treat dislocation/fracture
23675||Treat dislocation/fracture
23680||Treat dislocation/fracture
23700||Fixation of shoulder
23800||Fusion of shoulder joint
23802||Fusion of shoulder joint
23900||Amputation of arm & girdle
23920||Amputation at shoulder joint
23921||Amputation follow-up surgery
23929||Shoulder surgery procedure
23930||Drainage of arm lesion
23931||Drainage of arm bursa
23935||Drain arm/elbow bone lesion
24000||Exploratory elbow surgery
24006||Release elbow joint
24065||Biopsy arm/elbow soft tissue
24066||Biopsy arm/elbow soft tissue
24071||Exc arm/elbow les sc 3 cm/>
24073||Ex arm/elbow tum deep 5 cm/>
24075||Exc arm/elbow les sc < 3 cm
24076||Ex arm/elbow tum deep < 5 cm
24077||Resect arm/elbow tum < 5 cm
24079||Resect arm/elbow tum 5 cm/>
24100||Biopsy elbow joint lining
24101||Explore/treat elbow joint
24102||Remove elbow joint lining
24105||Removal of elbow bursa
24110||Remove humerus lesion
24115||Remove/graft bone lesion
24116||Remove/graft bone lesion
24120||Remove elbow lesion
24125||Remove/graft bone lesion
24126||Remove/graft bone lesion
24130||Removal of head of radius
24134||Removal of arm bone lesion
24136||Remove radius bone lesion
24138||Remove elbow bone lesion
24140||Partial removal of arm bone
24145||Partial removal of radius
24147||Partial removal of elbow
24149||Radical resection of elbow
24150||Resect distal humerus tumor
24151||Extensive humerus surgery
24152||Resect radius tumor
24153||Extensive radius surgery
24155||Removal of elbow joint
24160||Remove elbow joint implant
24164||Remove radius head implant
24200||Removal of arm foreign body
24201||Removal of arm foreign body
24220||Injection for elbow x-ray
24300||Manipulate elbow w/anesth
24301||Muscle/tendon transfer
24305||Arm tendon lengthening
24310||Revision of arm tendon
24320||Repair of arm tendon
24330||Revision of arm muscles
24331||Revision of arm muscles
24332||Tenolysis triceps
24340||Repair of biceps tendon
24341||Repair arm tendon/muscle
24342||Repair of ruptured tendon
24343||Repr elbow lat ligmnt w/tiss
24344||Reconstruct elbow lat ligmnt
24345||Repr elbw med ligmnt w/tissu
24346||Reconstruct elbow med ligmnt
24350||Repair of tennis elbow
24351||Repair of tennis elbow
24352||Repair of tennis elbow
24354||Repair of tennis elbow
24356||Revision of tennis elbow
24357||Repair elbow perc
24358||Repair elbow w/deb open
24359||Repair elbow deb/attch open
24360||Reconstruct elbow joint
24361||Reconstruct elbow joint
24362||Reconstruct elbow joint
24363||Replace elbow joint
24365||Reconstruct head of radius
24366||Reconstruct head of radius
24370||Revise reconst elbow joint
24371||Revise reconst elbow joint
24400||Revision of humerus
24410||Revision of humerus
24420||Revision of humerus
24430||Repair of humerus
24435||Repair humerus with graft
24470||Revision of elbow joint
24495||Decompression of forearm
24498||Reinforce humerus
24500||Treat humerus fracture
24505||Treat humerus fracture
24515||Treat humerus fracture
24516||Treat humerus fracture
24530||Treat humerus fracture
24535||Treat humerus fracture
24538||Treat humerus fracture
24545||Treat humerus fracture
24546||Treat humerus fracture
24560||Treat humerus fracture
24565||Treat humerus fracture
24566||Treat humerus fracture
24575||Treat humerus fracture
24576||Treat humerus fracture
24577||Treat humerus fracture
24579||Treat humerus fracture
24582||Treat humerus fracture
24586||Treat elbow fracture
24587||Treat elbow fracture
24600||Treat elbow dislocation
24605||Treat elbow dislocation
24615||Treat elbow dislocation
24620||Treat elbow fracture
24635||Treat elbow fracture
24640||Treat elbow dislocation
24650||Treat radius fracture
24655||Treat radius fracture
24665||Treat radius fracture
24666||Treat radius fracture
24670||Treat ulnar fracture
24675||Treat ulnar fracture
24685||Treat ulnar fracture
24800||Fusion of elbow joint
24802||Fusion/graft of elbow joint
24900||Amputation of upper arm
24920||Amputation of upper arm
24925||Amputation follow-up surgery
24930||Amputation follow-up surgery
24931||Amputate upper arm & implant
24935||Revision of amputation
24940||Revision of upper arm
24999||Upper arm/elbow surgery
25000||Incision of tendon sheath
25001||Incise flexor carpi radialis
25020||Decompress forearm 1 space
25023||Decompress forearm 1 space
25024||Decompress forearm 2 spaces
25025||Decompress forearm 2 spaces
25028||Drainage of forearm lesion
25031||Drainage of forearm bursa
25035||Treat forearm bone lesion
25040||Explore/treat wrist joint
25065||Biopsy forearm soft tissues
25066||Biopsy forearm soft tissues
25071||Exc forearm les sc 3 cm/>
25073||Exc forearm tum deep 3 cm/>
25075||Exc forearm les sc < 3 cm
25076||Exc forearm tum deep < 3 cm
25077||Resect forearm/wrist tum<3cm
25078||Resect forarm/wrist tum 3cm>
25085||Incision of wrist capsule
25100||Biopsy of wrist joint
25101||Explore/treat wrist joint
25105||Remove wrist joint lining
25107||Remove wrist joint cartilage
25109||Excise tendon forearm/wrist
25110||Remove wrist tendon lesion
25111||Remove wrist tendon lesion
25112||Reremove wrist tendon lesion
25115||Remove wrist/forearm lesion
25116||Remove wrist/forearm lesion
25118||Excise wrist tendon sheath
25119||Partial removal of ulna
25120||Removal of forearm lesion
25125||Remove/graft forearm lesion
25126||Remove/graft forearm lesion
25130||Removal of wrist lesion
25135||Remove & graft wrist lesion
25136||Remove & graft wrist lesion
25145||Remove forearm bone lesion
25150||Partial removal of ulna
25151||Partial removal of radius
25170||Resect radius/ulnar tumor
25210||Removal of wrist bone
25215||Removal of wrist bones
25230||Partial removal of radius
25240||Partial removal of ulna
